"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SHLD","Sears Holdings Corporation","17.63","1882318112.26","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","5.365","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","6.56","149035328","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos",
"SPNE","SeaSpine Holdings Corporation","14.56","161641873.12","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","39.51","5528748325.86","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","5.85","210711653.1","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/eyes",
"SCWX","SecureWorks Corp.","13.5","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","4.89","72634700.58","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","48.36","7833984671.76","n/a","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","8.07","93482968.77","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/slct",
"SCSS","Select Comfort Corporation","20.31","987715920","n/a","1998","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/scss",
"SIGI","Selective Insurance Group, Inc.","34.31","1975842290.02","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sigi",
"LEDS","SemiLEDS Corporation","2.44","7092760.36","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMLR","Semler Scientific, Inc.","1.65","8453887.2","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/smlr",
"SMTC","Semtech Corporation","22.4","1460649187.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","32.2","317933140","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","34.5101","340742374.37","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/seneb",
"SNMX","Senomyx, Inc.","2.58","114907738.14","n/a","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx",
"SRTS","Sensus Healthcare, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/srts",
"SQNM","Sequenom, Inc.","1.38","164479017.72","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sqnm",
"SQBG","Sequential Brands Group, Inc.","5.96","368857182.44","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","32.6","1277496754.2","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mcrb",
"SREV","ServiceSource International, Inc.","4.15","357683930.85","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","49.65","1297984955.7","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/sfbs",
"SEV","Sevcon, Inc.","11.15","47232648.8","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev",
"SVBI","Severn Bancorp Inc","5.72","57708387.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SGOC","SGOCO Group, Ltd","3.39","931978.8","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp","5.31","82195008.66","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","3.76","27387039.12","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/shsp",
"SHEN","Shenandoah Telecommunications Co","27.16","1318259297.88","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen",
"SHLO","Shiloh Industries, Inc.","5.94","102999700.98","n/a","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"SHPG","Shire plc","183.68","8357280565.76","45499132","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","25.97","514401943.65","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","11.91","150543995.94","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi",
"SHOR","ShoreTel, Inc.","7","466815293","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor",
"SFLY","Shutterfly, Inc.","46.81","1631570133.22","n/a","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","13.95","170428377.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","1.18","26060448.68","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SIEN","Sientra, Inc.","8.48","153202605.6","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","18.4","244148275.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsrr",
"SWIR","Sierra Wireless, Inc.","15.97","512981600.66","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.3518","33926496.345","25097275","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","6.4","236242848","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SGMA","SigmaTron International, Inc.","6.0471","25229885.9859","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SGNL","Signal Genetics, Inc.","0.6199","6638558.692","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/sgnl",
"SBNY","Signature Bank","142.47","7589523644.1","n/a","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","111","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings Inc.","52.19","3151905711.95","n/a","1997","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","27.56","200490263.48","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SGI","Silicon Graphics International Corp","6.74","240771651.78","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi",
"SLAB","Silicon Laboratories, Inc.","45.53","1891958901.48","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","39.56","1376619759","34798275","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","7.61","391189333.23","51404643","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SRAQ","Silver Run Acquisition Corporation","10","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/sraq",
"SRAQU","Silver Run Acquisition Corporation","10.3001","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/sraqu",
"SRAQW","Silver Run Acquisition Corporation","0.9","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/sraqw",
"SSRI","Silver Standard Resources Inc.","8.27","668435022.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssri",
"SAMG","Silvercrest Asset Management Group Inc.","13.22","165384341.64","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg",
"SFNC","Simmons First National Corporation","46.48","1411324715.92","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc",
"SLP","Simulations Plus, Inc.","8.58","146113118.58","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","50.13","3009525875.64","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","32.67","3094351725.96","n/a","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","0.68","5862171.88","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","6.39","356623733.79","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Holdings Inc.","3.97","20231099244.84","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri",
"SITO","SITO Mobile, Ltd.","2.88","49413657.6","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sito",
"SZMK","Sizmek Inc.","2.75","79588184.5","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/szmk",
"SKUL","Skullcandy, Inc.","3.51","100204806.78","n/a","2011","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/skul",
"SKYS","Sky Solar Holdings, Ltd.","3.51","41505795.63","11825013","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/skys",
"SKLN","Skyline Medical Inc.","0.2234","11146351.993","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln",
